Vial Long	Lat															
140	146.368226827034	-38.958855858148															
141	146.368226827034	-38.958855858148															
142	146.368226827034	-38.958855858148															
145	146.368226827034	-38.958855858148															
147	146.368226827034	-38.958855858148															
148	146.368226827034	-38.958855858148															
150	146.368226827034	-38.958855858148															
321	146.368226827034	-38.958855858148															
637	146.368226827034	-38.958855858148															
638	146.368226827034	-38.958855858148															
640	146.368226827034	-38.958855858148															
641	146.368226827034	-38.958855858148															
642	146.368226827034	-38.958855858148															
643	146.368226827034	-38.958855858148															
644	146.368226827034	-38.958855858148															
646	146.368226827034	-38.958855858148															
650	146.368226827034	-38.958855858148															
MV005 	146.368226827034	-38.958855858148															
MV007 	146.368226827034	-38.958855858148															
MV010 	146.368226827034	-38.958855858148															
Z52264 	146.368226827034	-38.958855858148															
Z52272 	146.368226827034	-38.958855858148															
645	146.368226827034	-38.958855858148															
MV014	146.368226827034	-38.958855858148															
Z52209	146.368226827034	-38.958855858148															
600	146.895078623334	-38.520620169911															
893	146.895078623334	-38.520620169911															
102	146.222389318791	-38.807147794093															
110	146.222389318791	-38.807147794093															
112	146.222389318791	-38.807147794093															
117	146.222389318791	-38.807147794093															
118	146.222389318791	-38.807147794093															
122	146.222389318791	-38.807147794093															
124	146.222389318791	-38.807147794093															
128	146.222389318791	-38.807147794093															
130	146.222389318791	-38.807147794093															
612	146.222389318791	-38.807147794093															
617	146.222389318791	-38.807147794093															
619	146.222389318791	-38.807147794093															
620	146.222389318791	-38.807147794093															
625	146.222389318791	-38.807147794093															
628	146.222389318791	-38.807147794093															
629	146.222389318791	-38.807147794093															
630	146.222389318791	-38.807147794093															
631	146.222389318791	-38.807147794093															
829	146.222389318791	-38.807147794093															
831	146.222389318791	-38.807147794093															
605	146.222389318791	-38.807147794093															
114	146.222389318791	-38.807147794093															
816	146.222389318791	-38.807147794093															
823	146.222389318791	-38.807147794093															
825	146.222389318791	-38.807147794093															
827	146.222389318791	-38.807147794093															
5716	146.222389318791	-38.807147794093															
5717	146.222389318791	-38.807147794093															
127	146.675103991482	-38.565594264371															
616	146.675103991482	-38.565594264371															
5656	146.675103991482	-38.565594264371															
5659	146.675103991482	-38.565594264371															
5702	146.675103991482	-38.565594264371															
802	146.675103991482	-38.565594264371															
806	146.675103991482	-38.565594264371															
861	146.675103991482	-38.565594264371															
